Riesgo,Vulnerabilidad,Tipo,Tecnología,Descripción,Solución,Archivos afectados,Línea afectada,CWE
MEDIUM,rce,,,Make sure that this dynamic injection or execution of code is safe.,"Recommended Secure Coding PracticesRegarding the execution of unknown code, the best solution is to not run code provided by an untrusted source. If you really need to do it, run thecode in a sandboxed environment. Use jails, firewalls and whatever means youroperating system and programming language provide (example: Security Managers in java, iframes and same-originpolicy for javascript in a web browser).Do not try to create a blacklist of dangerous code. It is impossible to cover all attacks that way.Avoid using dynamic code APIs whenever possible. Hard-coded code is always safer.See   OWASP Top 10 2017 Category A1 - Injection    MITRE CWE-95 - Improper Neutralization of Directives in Dynamically Evaluated Code  ('Eval Injection') ",CIBERSEG:src/main/webapp/scripts/struts-layout/HM_ScriptIE4.js,88,CWE-95
MEDIUM,rce,,,Make sure that this dynamic injection or execution of code is safe.,"Recommended Secure Coding PracticesRegarding the execution of unknown code, the best solution is to not run code provided by an untrusted source. If you really need to do it, run thecode in a sandboxed environment. Use jails, firewalls and whatever means youroperating system and programming language provide (example: Security Managers in java, iframes and same-originpolicy for javascript in a web browser).Do not try to create a blacklist of dangerous code. It is impossible to cover all attacks that way.Avoid using dynamic code APIs whenever possible. Hard-coded code is always safer.See   OWASP Top 10 2017 Category A1 - Injection    MITRE CWE-95 - Improper Neutralization of Directives in Dynamically Evaluated Code  ('Eval Injection') ",CIBERSEG:src/main/webapp/scripts/struts-layout/HM_ScriptIE4.js,91,CWE-95
MEDIUM,rce,,,Make sure that this dynamic injection or execution of code is safe.,"Recommended Secure Coding PracticesRegarding the execution of unknown code, the best solution is to not run code provided by an untrusted source. If you really need to do it, run thecode in a sandboxed environment. Use jails, firewalls and whatever means youroperating system and programming language provide (example: Security Managers in java, iframes and same-originpolicy for javascript in a web browser).Do not try to create a blacklist of dangerous code. It is impossible to cover all attacks that way.Avoid using dynamic code APIs whenever possible. Hard-coded code is always safer.See   OWASP Top 10 2017 Category A1 - Injection    MITRE CWE-95 - Improper Neutralization of Directives in Dynamically Evaluated Code  ('Eval Injection') ",CIBERSEG:src/main/webapp/scripts/struts-layout/HM_ScriptIE4.js,95,CWE-95
MEDIUM,rce,,,Make sure that this dynamic injection or execution of code is safe.,"Recommended Secure Coding PracticesRegarding the execution of unknown code, the best solution is to not run code provided by an untrusted source. If you really need to do it, run thecode in a sandboxed environment. Use jails, firewalls and whatever means youroperating system and programming language provide (example: Security Managers in java, iframes and same-originpolicy for javascript in a web browser).Do not try to create a blacklist of dangerous code. It is impossible to cover all attacks that way.Avoid using dynamic code APIs whenever possible. Hard-coded code is always safer.See   OWASP Top 10 2017 Category A1 - Injection    MITRE CWE-95 - Improper Neutralization of Directives in Dynamically Evaluated Code  ('Eval Injection') ",CIBERSEG:src/main/webapp/scripts/struts-layout/HM_ScriptIE4.js,102,CWE-95
MEDIUM,rce,,,Make sure that this dynamic injection or execution of code is safe.,"Recommended Secure Coding PracticesRegarding the execution of unknown code, the best solution is to not run code provided by an untrusted source. If you really need to do it, run thecode in a sandboxed environment. Use jails, firewalls and whatever means youroperating system and programming language provide (example: Security Managers in java, iframes and same-originpolicy for javascript in a web browser).Do not try to create a blacklist of dangerous code. It is impossible to cover all attacks that way.Avoid using dynamic code APIs whenever possible. Hard-coded code is always safer.See   OWASP Top 10 2017 Category A1 - Injection    MITRE CWE-95 - Improper Neutralization of Directives in Dynamically Evaluated Code  ('Eval Injection') ",CIBERSEG:src/main/webapp/scripts/struts-layout/HM_ScriptIE4.js,103,CWE-95
MEDIUM,rce,,,Make sure that this dynamic injection or execution of code is safe.,"Recommended Secure Coding PracticesRegarding the execution of unknown code, the best solution is to not run code provided by an untrusted source. If you really need to do it, run thecode in a sandboxed environment. Use jails, firewalls and whatever means youroperating system and programming language provide (example: Security Managers in java, iframes and same-originpolicy for javascript in a web browser).Do not try to create a blacklist of dangerous code. It is impossible to cover all attacks that way.Avoid using dynamic code APIs whenever possible. Hard-coded code is always safer.See   OWASP Top 10 2017 Category A1 - Injection    MITRE CWE-95 - Improper Neutralization of Directives in Dynamically Evaluated Code  ('Eval Injection') ",CIBERSEG:src/main/webapp/scripts/struts-layout/HM_ScriptIE4.js,114,CWE-95
MEDIUM,rce,,,Make sure that this dynamic injection or execution of code is safe.,"Recommended Secure Coding PracticesRegarding the execution of unknown code, the best solution is to not run code provided by an untrusted source. If you really need to do it, run thecode in a sandboxed environment. Use jails, firewalls and whatever means youroperating system and programming language provide (example: Security Managers in java, iframes and same-originpolicy for javascript in a web browser).Do not try to create a blacklist of dangerous code. It is impossible to cover all attacks that way.Avoid using dynamic code APIs whenever possible. Hard-coded code is always safer.See   OWASP Top 10 2017 Category A1 - Injection    MITRE CWE-95 - Improper Neutralization of Directives in Dynamically Evaluated Code  ('Eval Injection') ",CIBERSEG:src/main/webapp/scripts/struts-layout/HM_ScriptIE4.js,114,CWE-95
MEDIUM,rce,,,Make sure that this dynamic injection or execution of code is safe.,"Recommended Secure Coding PracticesRegarding the execution of unknown code, the best solution is to not run code provided by an untrusted source. If you really need to do it, run thecode in a sandboxed environment. Use jails, firewalls and whatever means youroperating system and programming language provide (example: Security Managers in java, iframes and same-originpolicy for javascript in a web browser).Do not try to create a blacklist of dangerous code. It is impossible to cover all attacks that way.Avoid using dynamic code APIs whenever possible. Hard-coded code is always safer.See   OWASP Top 10 2017 Category A1 - Injection    MITRE CWE-95 - Improper Neutralization of Directives in Dynamically Evaluated Code  ('Eval Injection') ",CIBERSEG:src/main/webapp/scripts/struts-layout/HM_ScriptIE4.js,138,CWE-95
MEDIUM,rce,,,Make sure that this dynamic injection or execution of code is safe.,"Recommended Secure Coding PracticesRegarding the execution of unknown code, the best solution is to not run code provided by an untrusted source. If you really need to do it, run thecode in a sandboxed environment. Use jails, firewalls and whatever means youroperating system and programming language provide (example: Security Managers in java, iframes and same-originpolicy for javascript in a web browser).Do not try to create a blacklist of dangerous code. It is impossible to cover all attacks that way.Avoid using dynamic code APIs whenever possible. Hard-coded code is always safer.See   OWASP Top 10 2017 Category A1 - Injection    MITRE CWE-95 - Improper Neutralization of Directives in Dynamically Evaluated Code  ('Eval Injection') ",CIBERSEG:src/main/webapp/scripts/struts-layout/HM_ScriptIE4.js,166,CWE-95
MEDIUM,rce,,,Make sure that this dynamic injection or execution of code is safe.,"Recommended Secure Coding PracticesRegarding the execution of unknown code, the best solution is to not run code provided by an untrusted source. If you really need to do it, run thecode in a sandboxed environment. Use jails, firewalls and whatever means youroperating system and programming language provide (example: Security Managers in java, iframes and same-originpolicy for javascript in a web browser).Do not try to create a blacklist of dangerous code. It is impossible to cover all attacks that way.Avoid using dynamic code APIs whenever possible. Hard-coded code is always safer.See   OWASP Top 10 2017 Category A1 - Injection    MITRE CWE-95 - Improper Neutralization of Directives in Dynamically Evaluated Code  ('Eval Injection') ",CIBERSEG:src/main/webapp/scripts/struts-layout/HM_ScriptIE4.js,180,CWE-95
MEDIUM,rce,,,Make sure that this dynamic injection or execution of code is safe.,"Recommended Secure Coding PracticesRegarding the execution of unknown code, the best solution is to not run code provided by an untrusted source. If you really need to do it, run thecode in a sandboxed environment. Use jails, firewalls and whatever means youroperating system and programming language provide (example: Security Managers in java, iframes and same-originpolicy for javascript in a web browser).Do not try to create a blacklist of dangerous code. It is impossible to cover all attacks that way.Avoid using dynamic code APIs whenever possible. Hard-coded code is always safer.See   OWASP Top 10 2017 Category A1 - Injection    MITRE CWE-95 - Improper Neutralization of Directives in Dynamically Evaluated Code  ('Eval Injection') ",CIBERSEG:src/main/webapp/scripts/struts-layout/HM_ScriptIE4.js,260,CWE-95
